Skill_ID,Skill_Name,SkillType,Category,Subcategory
BGS9534220E2005D05A,Skill 1044,Common Skill,Customer Service,Financial Analysis
BGSFCAAF5824A9D8F17,Skill 1045,Common Skill,Data Analysis,Financial Analysis
BGS222141E01039BD5E,Skill 1046,Certification,Problem Solving,Agile
BGSF938AE12B89FFFEE,Skill 1047,Certification,Finance,Team Management
BGS266C226A809064DB,Skill 1048,Common Skill,Finance,Change Management
BGS53A2F18819833E69,Skill 1049,Common Skill,Compliance,Reporting
BGS880190B6DF19CBF4,Skill 1050,Certification,Problem Solving,Service Delivery
BGS06CF4F4382B5C916,Skill 1051,Specialized Skill,Finance,Market Risk
BGS400EACB5C5A401A4,Skill 1052,Certification,Data Analysis,Audit
BGSC1639E372512E4DF,Skill 1053,Common Skill,Risk Management,Client Support
BGS9B0337D2C588C171,Skill 1054,Common Skill,Customer Service,Change Management
BGS1798F4C922766189,Skill 1055,Certification,Customer Service,Innovation
BGS1A8B59AF552DA1A7,Skill 1056,Certification,Compliance,Critical Thinking
BGSFF1663534460F38F,Skill 1057,Certification,Data Analysis,Compliance Risk
BGS1DC1861B0267FF42,Skill 1058,Specialized Skill,Technology,Regulatory Compliance
BGS25F27D8B042CB900,Skill 1059,Certification,Leadership,Data Engineering
BGS140E154287E75CA8,Skill 1060,Certification,Compliance,Business Intelligence
BGS0B8E99E324E18DE1,Skill 1061,Certification,Technology,Policy Management
BGS3C9E3C4686198AE5,Skill 1062,Certification,Customer Service,Policy Management
BGS51E0E2E4DBEB29F9,Skill 1063,Certification,Customer Service,Innovation
BGS02F4B38B4E939852,Skill 1064,Certification,Communication,Resource Planning
BGSC8B49207478DFB25,Skill 1065,Specialized Skill,Customer Service,Audit
BGS3C4BC7D795EDBA87,Skill 1066,Certification,Project Management,Service Delivery
BGSA7AF08432B42787A,Skill 1067,Specialized Skill,Compliance,Critical Thinking
BGSD093C283A364A6C5,Skill 1068,Specialized Skill,Compliance,Resource Planning
BGS40F794E3EAD5F482,Skill 1069,Certification,Technology,Decision Making
BGS58F4D1319275F75D,Skill 1070,Specialized Skill,Customer Service,Change Management
BGS865524BD79D80EAC,Skill 1071,Common Skill,Data Analysis,Change Management
BGS464F368E2BEEA466,Skill 1072,Common Skill,Customer Service,Written Communication
BGS21E8AB4B577235EA,Skill 1073,Common Skill,Risk Management,Service Delivery
BGSBBBA80A6BCE52A8F,Skill 1074,Specialized Skill,Technology,Client Support
BGSECE24207593E62A1,Skill 1075,Common Skill,Technology,Policy Management
BGS53732E53A9944FCC,Skill 1076,Common Skill,Customer Service,Account Management
BGSC37B16C0A0F7CC51,Skill 1077,Common Skill,Project Management,Client Support
BGSF8D6092F6E1386CE,Skill 1078,Common Skill,Project Management,Client Support
BGS7328E455443EE429,Skill 1079,Specialized Skill,Problem Solving,Written Communication
BGS7F067595DB2FF9F8,Skill 1080,Specialized Skill,Problem Solving,Critical Thinking
BGSD4FA2C887790203F,Skill 1081,Certification,Finance,Account Management
BGSF075B979FC9B9D82,Skill 1082,Specialized Skill,Compliance,Service Delivery
BGSFEA21DA5459A34B8,Skill 1083,Specialized Skill,Compliance,Policy Management
BGS99B28DF0016C623D,Skill 1084,Certification,Project Management,Team Management
BGS39E2EF0FD70D8FC5,Skill 1085,Common Skill,Compliance,Waterfall
BGS029D0DF4D7C0BDC7,Skill 1086,Certification,Communication,Client Support
BGS7744E7A0C1EE2484,Skill 1087,Common Skill,Risk Management,Resource Planning
BGSDD819BEEAF47A825,Skill 1088,Specialized Skill,Technology,Innovation
BGSA46718918958D21A,Skill 1089,Specialized Skill,Customer Service,Statistical Analysis
BGSD517C63B5DCE8D22,Skill 1090,Specialized Skill,Risk Management,Reporting
BGS22AC566DA1AA2680,Skill 1091,Certification,Risk Management,Service Delivery
BGS28EF873EE50E504C,Skill 1092,Common Skill,Data Analysis,Audit
BGSAD6CE1197C61DA0B,Skill 1093,Specialized Skill,Finance,Presentation
BGSC715D31A934CD4DA,Skill 1094,Specialized Skill,Project Management,Software Development
BGS5F750900D94D2C15,Skill 1095,Common Skill,Customer Service,Policy Management
BGSC6E98F3B5B91D404,Skill 1096,Certification,Technology,Service Delivery
BGS1C5969B4769B9F6A,Skill 1097,Specialized Skill,Compliance,Operational Risk
BGS02592176FE65CA10,Skill 1098,Certification,Compliance,Stakeholder Management
BGS632916923AD6823C,Skill 1099,Specialized Skill,Leadership,Business Intelligence
BGSCA52561915504A30,Skill 1100,Certification,Finance,Data Engineering
BGS03893C38F745DBE7,Skill 1101,Certification,Finance,Risk Assessment
BGS5624C94184E4814F,Skill 1102,Common Skill,Finance,Reporting
BGS0D522F9341CE18F2,Skill 1103,Common Skill,Leadership,Decision Making
BGS6AD9567A13F63DA0,Skill 1104,Certification,Compliance,Resource Planning
BGS972E1FCD5C16DA0F,Skill 1105,Specialized Skill,Risk Management,Financial Analysis
BGS5455AD13546F1A91,Skill 1106,Specialized Skill,Leadership,Written Communication
BGSE0BB88134E4C64F7,Skill 1107,Certification,Leadership,Team Management
BGS246AA2EFE14365AE,Skill 1108,Common Skill,Project Management,Decision Making
BGS922AC50783CAFF1A,Skill 1109,Certification,Risk Management,Innovation
BGS92A010C46B242A3E,Skill 1110,Specialized Skill,Customer Service,Operational Risk
BGS4791299ADBDAEF3E,Skill 1111,Common Skill,Project Management,Agile
BGSA88EDE7CE1CE3A08,Skill 1112,Common Skill,Finance,Business Intelligence
BGS66E6FF8299D8A04C,Skill 1113,Certification,Problem Solving,Decision Making
BGS7AD9287C1EA59A68,Skill 1114,Certification,Risk Management,Financial Analysis
BGSB4CEDFD7643EAF14,Skill 1115,Specialized Skill,Customer Service,Stakeholder Management
BGSCD5155DAAA72E99F,Skill 1116,Certification,Risk Management,Waterfall
BGSC4A0A2749576DF41,Skill 1117,Certification,Compliance,Business Intelligence
BGS3188EAF839E16758,Skill 1118,Specialized Skill,Leadership,Data Engineering
BGS86EC65D2C2819349,Skill 1119,Certification,Compliance,Innovation
BGSC7D5A58606A8DEB6,Skill 1120,Common Skill,Risk Management,Reporting
BGSC80DB4A5196F514A,Skill 1121,Specialized Skill,Leadership,Policy Management
BGS5E2A8FAC94A10E99,Skill 1122,Common Skill,Data Analysis,Client Support
BGS9F20147367B3DA52,Skill 1123,Certification,Finance,Service Delivery
BGS8467B241CC22A836,Skill 1124,Specialized Skill,Communication,Decision Making
BGS96AB1F28E3631D73,Skill 1125,Certification,Compliance,Operational Risk
BGS1F9EAFEB3C6F1B5F,Skill 1126,Common Skill,Customer Service,Team Management
BGS78C59D123B5D88B8,Skill 1127,Specialized Skill,Risk Management,Resource Planning
BGSB881DE66BD64A66B,Skill 1128,Common Skill,Communication,Team Management
BGSC425EBBCB986B60E,Skill 1129,Specialized Skill,Compliance,Business Intelligence
BGSF0D2B3BC83C1B1CE,Skill 1130,Certification,Data Analysis,Business Intelligence
BGSCF88977EBD10CCF3,Skill 1131,Common Skill,Compliance,Reporting
BGSA9041A226C6F7E3F,Skill 1132,Common Skill,Data Analysis,Client Support
BGSB2456AFEA6E1B684,Skill 1133,Specialized Skill,Customer Service,Waterfall
BGS96A25311D8C2150B,Skill 1134,Certification,Project Management,Market Risk
BGSAA4E169D92B85608,Skill 1135,Common Skill,Data Analysis,Account Management
BGSA8F424B9EA7DA543,Skill 1136,Certification,Data Analysis,Audit
BGSDD6F73E6379E1E45,Skill 1137,Common Skill,Finance,Agile
BGSB98F5EB7E6814C80,Skill 1138,Certification,Project Management,Innovation
BGSC1AD283320F9D026,Skill 1139,Common Skill,Compliance,Data Engineering
BGS96C49198551D990B,Skill 1140,Common Skill,Technology,Critical Thinking
BGS4E54360A8E7A9874,Skill 1141,Specialized Skill,Compliance,Client Support
BGSB7FEC540459F91F4,Skill 1142,Common Skill,Communication,Statistical Analysis
BGS303D1637BA4F3221,Skill 1143,Common Skill,Risk Management,Compliance Risk
BGS862502DE4FBEE34E,Skill 1144,Specialized Skill,Risk Management,Innovation
BGS2248CA9A33491B0E,Skill 1145,Certification,Technology,Critical Thinking
BGS3C4CAA8F8272E341,Skill 1146,Certification,Compliance,Compliance Risk
BGS946E9F05B68D4D3E,Skill 1147,Specialized Skill,Compliance,Investment Management
BGSE14596C5530400A8,Skill 1148,Specialized Skill,Finance,Financial Analysis
BGSBAC470B4920E682E,Skill 1149,Certification,Finance,Business Intelligence
BGS236CE1A1890886EA,Skill 1150,Certification,Leadership,Waterfall
BGS037C1017F3D6C25C,Skill 1151,Certification,Problem Solving,Resource Planning
BGSDD77FE6E3B53B822,Skill 1152,Certification,Customer Service,Operational Risk
BGS0115AC9C922C9133,Skill 1153,Specialized Skill,Technology,Presentation
BGS75C39CF2731C8CD1,Skill 1154,Specialized Skill,Data Analysis,Account Management
BGSBA0A3DACD3629DFE,Skill 1155,Specialized Skill,Compliance,Compliance Risk
BGS84583864E9BA30F0,Skill 1156,Specialized Skill,Communication,Decision Making
BGSA62F811A8C3A787D,Skill 1157,Specialized Skill,Data Analysis,Strategic Planning
BGS7C8419111CF14997,Skill 1158,Common Skill,Technology,Policy Management
BGS8EDC73C4EB6A56AE,Skill 1159,Common Skill,Project Management,Statistical Analysis
BGS554146B9321E80C9,Skill 1160,Certification,Finance,Regulatory Compliance
BGSD5A293BB37610B83,Skill 1161,Specialized Skill,Project Management,Business Intelligence
BGS892AFE6A4C1206D4,Skill 1162,Specialized Skill,Risk Management,Business Intelligence
BGS54EE11D4B8370A64,Skill 1163,Specialized Skill,Compliance,Service Delivery
BGS10E0961CAF456325,Skill 1164,Certification,Risk Management,Risk Assessment
BGS1E75BA4E80B178DA,Skill 1165,Specialized Skill,Data Analysis,Presentation
BGS446DABCE64784B10,Skill 1166,Common Skill,Customer Service,Resource Planning
BGSCD6CF74126CC2E7C,Skill 1167,Specialized Skill,Communication,Audit
BGS19501B2A5973D6FA,Skill 1168,Certification,Leadership,Resource Planning
BGSB7994AC52649B86C,Skill 1169,Common Skill,Risk Management,Software Development
BGS8B333EEE3E151D19,Skill 1170,Specialized Skill,Compliance,Innovation
BGSC676F313D1779333,Skill 1171,Common Skill,Customer Service,Business Intelligence
BGS6E438A87DCE84A17,Skill 1172,Certification,Risk Management,Client Support
BGS19E05BB693F99FBC,Skill 1173,Specialized Skill,Technology,Innovation
BGSA275FEDE8638CA03,Skill 1174,Common Skill,Data Analysis,Risk Assessment
BGSCB00B662827F31A3,Skill 1175,Common Skill,Data Analysis,Change Management
BGS8591FEDFB6C9EBF3,Skill 1176,Common Skill,Project Management,Strategic Planning
BGS53DB160E6A7751CE,Skill 1177,Specialized Skill,Leadership,Reporting
BGSB51A3D4BF04424C8,Skill 1178,Common Skill,Compliance,Strategic Planning
BGSBAA4B187CC3F4EBF,Skill 1179,Specialized Skill,Finance,Infrastructure
BGS7CF9ABB4579AA6DE,Skill 1180,Specialized Skill,Customer Service,Software Development
BGS310275C65DAE375A,Skill 1181,Common Skill,Risk Management,Team Management
BGS73C259A1E631F02B,Skill 1182,Certification,Technology,Account Management
BGS5EFE8F95237F7E81,Skill 1183,Certification,Data Analysis,Client Support
BGSC1DC9C63DB39789D,Skill 1184,Specialized Skill,Communication,Presentation
BGSC68DD4DA902C96A0,Skill 1185,Specialized Skill,Data Analysis,Account Management
BGS1521100D501DDBD0,Skill 1186,Certification,Risk Management,Team Management
BGSCAE7FC35ACD388FE,Skill 1187,Certification,Compliance,Market Risk
BGS6FB98586D1B192CD,Skill 1188,Specialized Skill,Data Analysis,Business Intelligence
BGSB6B58C1A14A8772F,Skill 1189,Specialized Skill,Data Analysis,Policy Management
BGSD0F7447C0CCC6972,Skill 1190,Certification,Compliance,Critical Thinking
BGSA9BAC3B56DA45982,Skill 1191,Common Skill,Compliance,Stakeholder Management
BGS740DA2574FE44861,Skill 1192,Common Skill,Technology,Client Support
BGS7732950E2D8DB055,Skill 1193,Certification,Risk Management,Agile
BGS75C87F755544BD2A,Skill 1194,Certification,Project Management,Innovation
BGS748742839B44FD78,Skill 1195,Common Skill,Risk Management,Service Delivery
BGS509243C4BC0F2E9A,Skill 1196,Certification,Technology,Innovation
BGS76FD7FEE2E8CB93B,Skill 1197,Common Skill,Communication,Operational Risk
BGS3066E3144733D751,Skill 1198,Certification,Customer Service,Agile
BGSCE67BF74946DE5E7,Skill 1199,Certification,Compliance,Audit
BGS7CD8B17F6FEAFBDB,Skill 1200,Specialized Skill,Project Management,Reporting
BGS1490A7A655B533D7,Skill 1201,Certification,Communication,Innovation
BGSB15C821469867B60,Skill 1202,Specialized Skill,Problem Solving,Market Risk
BGSC902B85B03C96191,Skill 1203,Certification,Risk Management,Data Engineering
BGS993582B35FEC9233,Skill 1204,Specialized Skill,Customer Service,Team Management
BGSDD0253A47860EE8F,Skill 1205,Certification,Communication,Investment Management
BGS3E2E5B6A1ED09F28,Skill 1206,Certification,Technology,Data Engineering
BGS81983B8C6917EF1C,Skill 1207,Specialized Skill,Compliance,Reporting
BGS53BD521A8981E2A2,Skill 1208,Certification,Leadership,Account Management
BGSEC4B912A258C4A78,Skill 1209,Certification,Project Management,Risk Assessment
BGSFB33B1FFF997224C,Skill 1210,Common Skill,Data Analysis,Presentation
BGSD671B4FAEA187872,Skill 1211,Specialized Skill,Leadership,Reporting
BGS3224F0AD40E01B70,Skill 1212,Certification,Compliance,Infrastructure
BGS65897A21153781D1,Skill 1213,Common Skill,Risk Management,Audit
BGSFB5C9F5EF3BFC56B,Skill 1214,Certification,Compliance,Compliance Risk
BGS3AF7AB2AB6CDE711,Skill 1215,Common Skill,Data Analysis,Decision Making
BGSDE85FD551562E3AA,Skill 1216,Certification,Project Management,Service Delivery
BGS6CDD828075684892,Skill 1217,Common Skill,Problem Solving,Data Engineering
BGS1502DA2E7BA764AC,Skill 1218,Specialized Skill,Technology,Software Development
BGS003B5018626A45EF,Skill 1219,Specialized Skill,Project Management,Agile
BGSC3F4A2FC5AA16A5C,Skill 1220,Certification,Compliance,Regulatory Compliance
BGS9ED128599F0B8419,Skill 1221,Certification,Data Analysis,Strategic Planning
BGSF5A0908D22F0738D,Skill 1222,Common Skill,Technology,Statistical Analysis
BGS37C279F20B117D5A,Skill 1223,Specialized Skill,Data Analysis,Strategic Planning
BGSEC948C8EEFC310ED,Skill 1224,Specialized Skill,Finance,Regulatory Compliance
BGS469FB799EF63FD5B,Skill 1225,Common Skill,Technology,Team Management
BGSFEE6B0EBC8DC0B1D,Skill 1226,Specialized Skill,Data Analysis,Critical Thinking
BGS78AB77A7F5C67412,Skill 1227,Certification,Project Management,Audit
BGS130E4211620AE601,Skill 1228,Specialized Skill,Risk Management,Regulatory Compliance
BGS61E3BF14A731B5C3,Skill 1229,Common Skill,Technology,Presentation
BGSFEC9738AFFD3B454,Skill 1230,Specialized Skill,Problem Solving,Client Support
BGSAEAE4C5DDD716F62,Skill 1231,Specialized Skill,Customer Service,Critical Thinking
BGS042BBBB8B26E6CA2,Skill 1232,Common Skill,Project Management,Policy Management
BGS1BB31ECFD4509B05,Skill 1233,Certification,Communication,Financial Analysis
BGS64D2984C5107F68A,Skill 1234,Specialized Skill,Risk Management,Data Engineering
BGS22106558F48266D9,Skill 1235,Certification,Communication,Market Risk
BGS15F6ADC4C3BEBC6F,Skill 1236,Specialized Skill,Compliance,Change Management
BGS5C25236B12E08A18,Skill 1237,Certification,Data Analysis,Software Development
BGS21C8EB07A16440E8,Skill 1238,Specialized Skill,Leadership,Written Communication
BGS215A668CB2E7BC38,Skill 1239,Specialized Skill,Project Management,Business Intelligence
BGS251C4A6D001B1EB9,Skill 1240,Certification,Communication,Market Risk
BGSFC08D2E2A7178830,Skill 1241,Certification,Customer Service,Software Development
BGS86D25EB7E3E54196,Skill 1242,Common Skill,Communication,Compliance Risk
BGSAF241464C268A59A,Skill 1243,Specialized Skill,Technology,Financial Analysis
BGSD93C40A89EA94BC4,Skill 1244,Certification,Customer Service,Infrastructure
BGS0FAD5E49D52B412B,Skill 1245,Specialized Skill,Leadership,Software Development
BGS2E0663A89FB403AA,Skill 1246,Specialized Skill,Project Management,Stakeholder Management
BGS3717AE5DF58CA673,Skill 1247,Certification,Data Analysis,Agile
BGSF317A3EF3DEF7590,Skill 1248,Common Skill,Communication,Decision Making
BGS2BD6036557CC33F5,Skill 1249,Certification,Leadership,Presentation
BGSAC98D4F756E44209,Skill 1250,Certification,Finance,Decision Making
BGS882ECB42F36FF2DE,Skill 1251,Certification,Technology,Resource Planning
BGS683D740D21642F7F,Skill 1252,Specialized Skill,Project Management,Strategic Planning
BGSF41E7FD30CC91C4F,Skill 1253,Common Skill,Risk Management,Waterfall
BGS9301502AAF6A0C17,Skill 1254,Specialized Skill,Leadership,Client Support
BGS2BEEDEDA541C2905,Skill 1255,Specialized Skill,Problem Solving,Business Intelligence
BGS2699DA763B0B3BC7,Skill 1256,Specialized Skill,Communication,Infrastructure
BGSDA7710EE0B15379D,Skill 1257,Specialized Skill,Customer Service,Resource Planning
BGSDB0CB6741E52766A,Skill 1258,Certification,Risk Management,Business Intelligence
BGSC3A6183BD2BCCC9A,Skill 1259,Specialized Skill,Data Analysis,Written Communication
BGSB4C3255D9ACFC831,Skill 1260,Common Skill,Leadership,Account Management
BGSDB1247ACA683CF95,Skill 1261,Certification,Communication,Critical Thinking
BGS79BAA70AB0DD2177,Skill 1262,Common Skill,Leadership,Service Delivery
BGSFBE89B20B79CEE40,Skill 1263,Specialized Skill,Problem Solving,Compliance Risk
BGS8D3A18231729FB5C,Skill 1264,Specialized Skill,Technology,Financial Analysis
BGSAA994D5E74486551,Skill 1265,Common Skill,Communication,Presentation
BGS0D33A382EE93365B,Skill 1266,Certification,Problem Solving,Change Management
BGSB077F376830B5116,Skill 1267,Specialized Skill,Leadership,Reporting
BGS4C0ED7682A85EFA6,Skill 1268,Certification,Leadership,Written Communication
BGS6586BFE3E706B59F,Skill 1269,Specialized Skill,Customer Service,Account Management
BGS8D5511C7A39F7708,Skill 1270,Specialized Skill,Compliance,Financial Analysis
BGS2DF5FD43BFD4F63D,Skill 1271,Certification,Finance,Business Intelligence
BGS2343D19EA2E35694,Skill 1272,Certification,Technology,Innovation
BGSFB746744648F0156,Skill 1273,Certification,Customer Service,Regulatory Compliance
BGS0B0CA22BC667B4B9,Skill 1274,Specialized Skill,Communication,Policy Management
BGS82A76C29AC3D10A5,Skill 1275,Specialized Skill,Compliance,Critical Thinking
BGS68930E6FEDC71858,Skill 1276,Common Skill,Problem Solving,Operational Risk
BGS8772DCC68155BCD1,Skill 1277,Specialized Skill,Data Analysis,Stakeholder Management
BGS6493275BBA6B64DE,Skill 1278,Common Skill,Project Management,Critical Thinking
BGSFC7ECD77EA8B3ED2,Skill 1279,Specialized Skill,Risk Management,Compliance Risk
BGS59174A6CE511CF2F,Skill 1280,Common Skill,Communication,Investment Management
