JobID,RoleSet,Org Unit Number,Org Unit Name,Salary Group,People Leader Flag,Street,Suburb,Location,Cty
R11725,Role 11725,55000053,55000076 Technology (Manager 11725),Group 2,Non-People Leader,932 King St,Bangalore,NZ,SG
R11726,Role 11726,55000065,55000147 Risk (Manager 11726),Group 7,Non-People Leader,325 King St,Perth,IN,UK
R11727,Role 11727,55000023,55000013 Compliance (Manager 11727),Group 4,Non-People Leader,845 High St,Edinburgh,AU,NZ
R11728,Role 11728,55000095,55000066 Research (Manager 11728),Group 7,Non-People Leader,825 High St,Christchurch,AU,SG
R11729,Role 11729,55000063,55000050 Compliance (Manager 11729),Group 6,Non-People Leader,152 Queen St,Perth,SG,UK
R11730,Role 11730,55000178,55000199 Communications (Manager 11730),Group 7,Non-People Leader,723 Main St,Wellington,IN,NZ
R11731,Role 11731,55000136,55000049 Product (Manager 11731),Group 5,Non-People Leader,598 Queen St,Mumbai,NZ,SG
R11732,Role 11732,55000185,55000072 Technology (Manager 11732),Group 5,Non-People Leader,973 King St,Hamilton,SG,NZ
R11733,Role 11733,55000039,55000095 Marketing (Manager 11733),Group 6,People Leader,227 High St,Christchurch,AU,UK
R11734,Role 11734,55000056,55000167 Communications (Manager 11734),Group 5,Non-People Leader,531 High St,Christchurch,UK,NZ
R11735,Role 11735,55000133,55000163 Marketing (Manager 11735),Group 2,Non-People Leader,759 Queen St,Melbourne,UK,AU
R11736,Role 11736,55000071,55000092 Sales (Manager 11736),Group 4,Non-People Leader,267 High St,Melbourne,UK,UK
R11737,Role 11737,55000127,55000146 Finance (Manager 11737),Group 1,Non-People Leader,262 Queen St,Auckland,SG,UK
R11738,Role 11738,55000131,55000022 Research (Manager 11738),Group 5,People Leader,27 King St,Manchester,UK,IN
R11739,Role 11739,55000160,55000048 Risk (Manager 11739),Group 3,Non-People Leader,961 Main St,Sydney,IN,AU
R11740,Role 11740,55000062,55000031 Finance (Manager 11740),Group 7,Non-People Leader,683 High St,Hyderabad,IN,NZ
R11741,Role 11741,55000113,55000195 Technology (Manager 11741),Group 1,Non-People Leader,73 High St,Mumbai,IN,AU
R11742,Role 11742,55000084,55000008 Operations (Manager 11742),Group 5,People Leader,897 Queen St,Perth,SG,SG
R11743,Role 11743,55000182,55000069 Product (Manager 11743),Group 6,Non-People Leader,385 Queen St,Manchester,NZ,UK
R11744,Role 11744,55000184,55000068 Risk (Manager 11744),Group 7,Non-People Leader,2 High St,Canberra,SG,UK
R11745,Role 11745,55000141,55000164 Compliance (Manager 11745),Group 2,Non-People Leader,846 Main St,Bangalore,AU,NZ
R11746,Role 11746,55000166,55000163 Customer Service (Manager 11746),Group 5,Non-People Leader,384 Main St,Bangalore,AU,NZ
R11747,Role 11747,55000071,55000111 Research (Manager 11747),Group 2,Non-People Leader,985 High St,Hamilton,NZ,NZ
R11748,Role 11748,55000168,55000100 Strategy (Manager 11748),Group 5,Non-People Leader,709 Main St,Chennai,NZ,IN
R11749,Role 11749,55000027,55000024 Technology (Manager 11749),Group 1,Non-People Leader,90 King St,Perth,NZ,NZ
R11750,Role 11750,55000151,55000131 Product (Manager 11750),Group 2,Non-People Leader,132 Main St,Melbourne,NZ,UK
R11751,Role 11751,55000038,55000123 Communications (Manager 11751),Group 6,Non-People Leader,980 King St,Wellington,AU,SG
R11752,Role 11752,55000141,55000017 Product (Manager 11752),Group 7,Non-People Leader,890 Main St,Wellington,AU,NZ
R11753,Role 11753,55000023,55000169 Compliance (Manager 11753),Group 1,Non-People Leader,29 High St,Wellington,AU,NZ
R11754,Role 11754,55000100,55000121 Facilities (Manager 11754),Group 4,Non-People Leader,127 King St,Manchester,UK,UK
R11755,Role 11755,55000038,55000104 Customer Service (Manager 11755),Group 7,Non-People Leader,847 High St,Hamilton,UK,UK
R11756,Role 11756,55000095,55000124 Product (Manager 11756),Group 6,Non-People Leader,852 Queen St,Brisbane,SG,NZ
R11757,Role 11757,55000091,55000093 Marketing (Manager 11757),Group 2,Non-People Leader,895 King St,Christchurch,AU,IN
R11758,Role 11758,55000114,55000068 Research (Manager 11758),Group 4,Non-People Leader,684 Main St,Chennai,NZ,AU
R11759,Role 11759,55000068,55000055 Operations (Manager 11759),Group 2,People Leader,424 King St,Bangalore,IN,NZ
R11760,Role 11760,55000106,55000093 Product (Manager 11760),Group 6,People Leader,586 Queen St,Canberra,IN,NZ
R11761,Role 11761,55000186,55000174 Product (Manager 11761),Group 4,Non-People Leader,791 Queen St,Wellington,NZ,AU
R11762,Role 11762,55000083,55000002 Marketing (Manager 11762),Group 1,Non-People Leader,167 Queen St,Brisbane,UK,UK
R11763,Role 11763,55000148,55000039 Sales (Manager 11763),Group 2,Non-People Leader,897 King St,Chennai,NZ,AU
R11764,Role 11764,55000025,55000124 HR (Manager 11764),Group 1,People Leader,981 Queen St,Bangalore,UK,SG
R11765,Role 11765,55000067,55000127 Risk (Manager 11765),Group 4,People Leader,146 Main St,Perth,UK,UK
R11766,Role 11766,55000034,55000156 Marketing (Manager 11766),Group 4,People Leader,945 King St,Mumbai,IN,UK
R11767,Role 11767,55000065,55000084 Sales (Manager 11767),Group 4,Non-People Leader,970 High St,Hyderabad,SG,SG
R11768,Role 11768,55000180,55000077 Strategy (Manager 11768),Group 3,People Leader,447 High St,Singapore,AU,IN
R11769,Role 11769,55000150,55000045 Facilities (Manager 11769),Group 2,Non-People Leader,587 Main St,London,IN,UK
R11770,Role 11770,55000139,55000138 Operations (Manager 11770),Group 4,Non-People Leader,96 Main St,Edinburgh,NZ,SG
R11771,Role 11771,55000072,55000079 Legal (Manager 11771),Group 1,People Leader,383 Queen St,Mumbai,SG,IN
R11772,Role 11772,55000166,55000015 Marketing (Manager 11772),Group 5,Non-People Leader,754 High St,Chennai,AU,IN
R11773,Role 11773,55000112,55000186 Marketing (Manager 11773),Group 2,Non-People Leader,441 Queen St,Hyderabad,NZ,AU
R11774,Role 11774,55000075,55000023 Compliance (Manager 11774),Group 7,Non-People Leader,784 Main St,Singapore,UK,UK
R11775,Role 11775,55000196,55000149 Marketing (Manager 11775),Group 2,Non-People Leader,857 Main St,Manchester,SG,AU
R11776,Role 11776,55000060,55000115 Operations (Manager 11776),Group 6,People Leader,535 Queen St,Edinburgh,AU,SG
R11777,Role 11777,55000040,55000196 Product (Manager 11777),Group 5,Non-People Leader,222 High St,Singapore,AU,UK
R11778,Role 11778,55000195,55000018 Product (Manager 11778),Group 4,Non-People Leader,15 Main St,Chennai,NZ,IN
R11779,Role 11779,55000174,55000194 Communications (Manager 11779),Group 2,Non-People Leader,695 Main St,Wellington,SG,NZ
R11780,Role 11780,55000075,55000098 Research (Manager 11780),Group 3,People Leader,919 High St,Birmingham,AU,IN
R11781,Role 11781,55000023,55000194 Facilities (Manager 11781),Group 5,Non-People Leader,536 Main St,Auckland,AU,NZ
R11782,Role 11782,55000109,55000189 Risk (Manager 11782),Group 4,Non-People Leader,193 King St,Manchester,AU,NZ
R11783,Role 11783,55000009,55000124 Customer Service (Manager 11783),Group 2,Non-People Leader,201 High St,Chennai,NZ,SG
R11784,Role 11784,55000031,55000137 Customer Service (Manager 11784),Group 7,Non-People Leader,232 Queen St,Bangalore,UK,IN
R11785,Role 11785,55000001,55000114 Compliance (Manager 11785),Group 7,Non-People Leader,378 Queen St,Birmingham,UK,AU
R11786,Role 11786,55000043,55000049 Facilities (Manager 11786),Group 5,Non-People Leader,10 Main St,Mumbai,IN,AU
R11787,Role 11787,55000192,55000059 Risk (Manager 11787),Group 6,Non-People Leader,407 Main St,Edinburgh,IN,NZ
R11788,Role 11788,55000044,55000034 Strategy (Manager 11788),Group 6,Non-People Leader,158 Main St,Hamilton,AU,SG
R11789,Role 11789,55000089,55000096 Risk (Manager 11789),Group 4,Non-People Leader,381 High St,Mumbai,SG,UK
R11790,Role 11790,55000048,55000138 Finance (Manager 11790),Group 4,Non-People Leader,624 Main St,Brisbane,AU,IN
R11791,Role 11791,55000159,55000017 Customer Service (Manager 11791),Group 3,Non-People Leader,564 Queen St,Edinburgh,SG,IN
R11792,Role 11792,55000012,55000144 Risk (Manager 11792),Group 5,Non-People Leader,887 King St,Melbourne,IN,IN
R11793,Role 11793,55000101,55000152 Technology (Manager 11793),Group 7,Non-People Leader,874 High St,Mumbai,IN,AU
R11794,Role 11794,55000107,55000159 Sales (Manager 11794),Group 5,Non-People Leader,389 Queen St,Mumbai,IN,NZ
R11795,Role 11795,55000017,55000140 HR (Manager 11795),Group 2,People Leader,607 Queen St,London,IN,IN
R11796,Role 11796,55000053,55000196 Compliance (Manager 11796),Group 3,Non-People Leader,5 Queen St,Manchester,UK,AU
R11797,Role 11797,55000094,55000097 Research (Manager 11797),Group 3,Non-People Leader,136 King St,Melbourne,IN,NZ
R11798,Role 11798,55000071,55000005 Strategy (Manager 11798),Group 5,Non-People Leader,638 Main St,Melbourne,NZ,UK
R11799,Role 11799,55000154,55000127 Marketing (Manager 11799),Group 2,Non-People Leader,82 Main St,Sydney,UK,NZ
R11800,Role 11800,55000065,55000171 Communications (Manager 11800),Group 2,People Leader,871 King St,Hyderabad,NZ,NZ
R11801,Role 11801,55000007,55000027 Communications (Manager 11801),Group 6,Non-People Leader,116 Main St,Singapore,IN,UK
R11802,Role 11802,55000139,55000038 Facilities (Manager 11802),Group 4,Non-People Leader,512 High St,Birmingham,AU,NZ
R11803,Role 11803,55000105,55000050 Marketing (Manager 11803),Group 7,People Leader,574 Queen St,Edinburgh,NZ,NZ
R11804,Role 11804,55000094,55000190 Product (Manager 11804),Group 2,Non-People Leader,507 King St,Manchester,IN,IN
R11805,Role 11805,55000185,55000123 Customer Service (Manager 11805),Group 1,Non-People Leader,558 High St,Melbourne,NZ,AU
R11806,Role 11806,55000160,55000049 Communications (Manager 11806),Group 1,Non-People Leader,888 King St,London,UK,AU
R11807,Role 11807,55000016,55000002 Finance (Manager 11807),Group 6,Non-People Leader,991 Main St,Bangalore,NZ,UK
R11808,Role 11808,55000045,55000153 Technology (Manager 11808),Group 7,Non-People Leader,451 Queen St,Sydney,AU,UK
R11809,Role 11809,55000115,55000072 Compliance (Manager 11809),Group 1,People Leader,127 Main St,Mumbai,AU,AU
R11810,Role 11810,55000120,55000101 Operations (Manager 11810),Group 4,Non-People Leader,476 Queen St,Sydney,SG,SG
R11811,Role 11811,55000084,55000184 Product (Manager 11811),Group 3,Non-People Leader,582 High St,Hyderabad,SG,AU
R11812,Role 11812,55000038,55000076 Marketing (Manager 11812),Group 5,Non-People Leader,289 Queen St,Birmingham,AU,SG
R11813,Role 11813,55000191,55000192 Marketing (Manager 11813),Group 7,Non-People Leader,982 High St,Christchurch,AU,UK
R11814,Role 11814,55000046,55000177 Product (Manager 11814),Group 7,Non-People Leader,347 King St,Brisbane,UK,SG
R11815,Role 11815,55000181,55000176 HR (Manager 11815),Group 6,Non-People Leader,594 King St,Singapore,IN,AU
R11816,Role 11816,55000071,55000021 Legal (Manager 11816),Group 3,Non-People Leader,746 High St,Canberra,AU,UK
R11817,Role 11817,55000050,55000118 Risk (Manager 11817),Group 2,Non-People Leader,628 High St,Manchester,IN,UK
R11818,Role 11818,55000154,55000162 Facilities (Manager 11818),Group 1,Non-People Leader,574 Queen St,Melbourne,SG,NZ
R11819,Role 11819,55000102,55000079 Sales (Manager 11819),Group 1,Non-People Leader,682 King St,Christchurch,UK,IN
R11820,Role 11820,55000025,55000035 Facilities (Manager 11820),Group 2,Non-People Leader,817 Queen St,Auckland,IN,UK
R11821,Role 11821,55000083,55000026 HR (Manager 11821),Group 2,People Leader,843 King St,Edinburgh,UK,SG
R11822,Role 11822,55000042,55000153 Risk (Manager 11822),Group 6,People Leader,560 King St,Edinburgh,SG,AU
R11823,Role 11823,55000161,55000083 Marketing (Manager 11823),Group 6,Non-People Leader,205 Main St,Mumbai,NZ,NZ
R11824,Role 11824,55000109,55000086 Customer Service (Manager 11824),Group 5,Non-People Leader,340 King St,Canberra,IN,SG
R11825,Role 11825,55000158,55000079 Risk (Manager 11825),Group 3,Non-People Leader,263 Queen St,Auckland,UK,SG
R11826,Role 11826,55000098,55000175 Strategy (Manager 11826),Group 6,Non-People Leader,560 High St,Edinburgh,SG,IN
R11827,Role 11827,55000174,55000138 Risk (Manager 11827),Group 6,Non-People Leader,256 Queen St,Christchurch,IN,SG
R11828,Role 11828,55000059,55000195 Strategy (Manager 11828),Group 3,Non-People Leader,912 Queen St,Manchester,NZ,UK
R11829,Role 11829,55000016,55000121 Facilities (Manager 11829),Group 6,Non-People Leader,779 High St,London,AU,AU
R11830,Role 11830,55000039,55000055 Facilities (Manager 11830),Group 2,Non-People Leader,540 Queen St,Mumbai,NZ,SG
R11831,Role 11831,55000057,55000178 Facilities (Manager 11831),Group 5,Non-People Leader,200 King St,Sydney,AU,UK
R11832,Role 11832,55000104,55000192 Research (Manager 11832),Group 1,Non-People Leader,463 Main St,Edinburgh,NZ,UK
R11833,Role 11833,55000025,55000098 Technology (Manager 11833),Group 6,Non-People Leader,330 Queen St,Bangalore,IN,IN
R11834,Role 11834,55000054,55000198 Risk (Manager 11834),Group 3,Non-People Leader,699 Queen St,Chennai,NZ,AU
R11835,Role 11835,55000063,55000031 HR (Manager 11835),Group 5,Non-People Leader,335 Main St,Singapore,UK,UK
R11836,Role 11836,55000076,55000083 Legal (Manager 11836),Group 6,People Leader,963 King St,Singapore,SG,IN
R11837,Role 11837,55000184,55000145 Technology (Manager 11837),Group 6,Non-People Leader,327 Main St,Bangalore,SG,NZ
R11838,Role 11838,55000084,55000132 Legal (Manager 11838),Group 7,Non-People Leader,799 High St,Sydney,AU,AU
R11839,Role 11839,55000184,55000068 Operations (Manager 11839),Group 5,Non-People Leader,726 King St,Brisbane,NZ,NZ
R11840,Role 11840,55000119,55000139 Communications (Manager 11840),Group 2,Non-People Leader,391 High St,Wellington,NZ,IN
R11841,Role 11841,55000044,55000021 Research (Manager 11841),Group 6,Non-People Leader,186 Main St,London,AU,IN
R11842,Role 11842,55000133,55000062 HR (Manager 11842),Group 5,Non-People Leader,765 Main St,Wellington,AU,AU
R11843,Role 11843,55000139,55000161 Operations (Manager 11843),Group 6,Non-People Leader,890 High St,Singapore,UK,SG
R11844,Role 11844,55000164,55000034 Compliance (Manager 11844),Group 7,Non-People Leader,730 King St,Brisbane,AU,AU
R11845,Role 11845,55000029,55000152 Communications (Manager 11845),Group 4,Non-People Leader,407 King St,Canberra,NZ,SG
R11846,Role 11846,55000032,55000142 Risk (Manager 11846),Group 5,Non-People Leader,575 King St,Brisbane,SG,IN
R11847,Role 11847,55000086,55000159 Technology (Manager 11847),Group 6,Non-People Leader,645 High St,Manchester,UK,IN
R11848,Role 11848,55000082,55000006 Communications (Manager 11848),Group 7,Non-People Leader,409 High St,Birmingham,IN,NZ
R11849,Role 11849,55000064,55000067 Risk (Manager 11849),Group 3,Non-People Leader,591 Queen St,Sydney,SG,SG
R11850,Role 11850,55000176,55000139 Customer Service (Manager 11850),Group 1,Non-People Leader,970 King St,Manchester,IN,AU
R11851,Role 11851,55000134,55000141 Communications (Manager 11851),Group 5,Non-People Leader,486 High St,Hamilton,AU,IN
R11852,Role 11852,55000143,55000108 Facilities (Manager 11852),Group 1,Non-People Leader,334 Queen St,Birmingham,IN,UK
R11853,Role 11853,55000123,55000158 Product (Manager 11853),Group 4,Non-People Leader,302 High St,Christchurch,NZ,SG
R11854,Role 11854,55000141,55000197 Communications (Manager 11854),Group 1,Non-People Leader,934 Queen St,Melbourne,IN,SG
R11855,Role 11855,55000035,55000152 Research (Manager 11855),Group 4,Non-People Leader,906 King St,Singapore,UK,SG
R11856,Role 11856,55000028,55000074 Legal (Manager 11856),Group 5,People Leader,403 King St,Bangalore,UK,SG
R11857,Role 11857,55000105,55000157 Communications (Manager 11857),Group 7,People Leader,856 King St,Mumbai,SG,AU
R11858,Role 11858,55000007,55000070 Facilities (Manager 11858),Group 6,Non-People Leader,764 King St,Mumbai,IN,NZ
R11859,Role 11859,55000196,55000045 Communications (Manager 11859),Group 7,People Leader,135 Queen St,Auckland,SG,AU
R11860,Role 11860,55000154,55000038 Facilities (Manager 11860),Group 1,Non-People Leader,393 Main St,Hyderabad,NZ,SG
R11861,Role 11861,55000126,55000102 Finance (Manager 11861),Group 7,Non-People Leader,132 King St,Perth,AU,IN
R11862,Role 11862,55000122,55000017 Communications (Manager 11862),Group 2,Non-People Leader,375 King St,Edinburgh,NZ,AU
R11863,Role 11863,55000168,55000096 Strategy (Manager 11863),Group 2,Non-People Leader,972 High St,Bangalore,NZ,IN
R11864,Role 11864,55000145,55000136 Facilities (Manager 11864),Group 4,Non-People Leader,525 Main St,Mumbai,NZ,AU
R11865,Role 11865,55000065,55000147 Facilities (Manager 11865),Group 1,Non-People Leader,607 High St,Sydney,AU,AU
R11866,Role 11866,55000072,55000196 Research (Manager 11866),Group 5,Non-People Leader,655 Queen St,Edinburgh,SG,SG
R11867,Role 11867,55000166,55000015 Research (Manager 11867),Group 1,Non-People Leader,527 High St,Birmingham,UK,AU
R11868,Role 11868,55000089,55000072 Legal (Manager 11868),Group 1,Non-People Leader,599 High St,Brisbane,IN,NZ
R11869,Role 11869,55000006,55000160 Research (Manager 11869),Group 3,People Leader,294 King St,Sydney,IN,SG
R11870,Role 11870,55000186,55000046 Technology (Manager 11870),Group 4,People Leader,584 Queen St,Edinburgh,UK,AU
R11871,Role 11871,55000155,55000161 Customer Service (Manager 11871),Group 4,Non-People Leader,582 High St,Christchurch,NZ,AU
R11872,Role 11872,55000180,55000131 Strategy (Manager 11872),Group 4,Non-People Leader,115 High St,Singapore,IN,UK
R11873,Role 11873,55000041,55000199 Compliance (Manager 11873),Group 3,Non-People Leader,786 High St,Christchurch,SG,UK
R11874,Role 11874,55000187,55000182 Sales (Manager 11874),Group 4,People Leader,384 Queen St,Chennai,UK,UK
R11875,Role 11875,55000151,55000025 Product (Manager 11875),Group 3,Non-People Leader,441 Main St,Hyderabad,IN,SG
R11876,Role 11876,55000097,55000159 Customer Service (Manager 11876),Group 1,People Leader,838 Queen St,Brisbane,NZ,NZ
R11877,Role 11877,55000073,55000156 Communications (Manager 11877),Group 7,Non-People Leader,386 King St,Bangalore,UK,IN
R11878,Role 11878,55000076,55000170 Risk (Manager 11878),Group 3,Non-People Leader,551 Main St,Hyderabad,SG,NZ
R11879,Role 11879,55000121,55000073 Research (Manager 11879),Group 6,Non-People Leader,531 High St,London,AU,UK
R11880,Role 11880,55000060,55000069 HR (Manager 11880),Group 5,Non-People Leader,763 Main St,Hamilton,AU,UK
R11881,Role 11881,55000018,55000077 HR (Manager 11881),Group 6,People Leader,380 King St,Singapore,IN,NZ
R11882,Role 11882,55000045,55000077 Risk (Manager 11882),Group 6,Non-People Leader,621 King St,Hamilton,IN,SG
R11883,Role 11883,55000044,55000071 Research (Manager 11883),Group 2,Non-People Leader,834 High St,Canberra,UK,UK
